antecedent,consequent,antecedent_str,consequent_str,rule_str,support,confidence,lift,leverage,conviction,antecedent_support,consequent_support
"['Fresh Limes', 'Organic Tortilla Chips']",['Roma Tomatoes'],Fresh Limes + Organic Tortilla Chips,Roma Tomatoes,Fresh Limes + Organic Tortilla Chips ➔ Roma Tomatoes,0.0928,0.5395,1.775,0.0405,1.512,0.172,0.304
"['Roma Tomatoes', 'Sparkling Mineral Water']",['Fresh Organic Cilantro'],Roma Tomatoes + Sparkling Mineral Water,Fresh Organic Cilantro,Roma Tomatoes + Sparkling Mineral Water ➔ Fresh Organic Cilantro,0.0584,0.3797,1.775,0.0255,1.267,0.1538,0.2139
"['Fresh Organic Cilantro', 'Organic Tortilla Chips']",['Roma Tomatoes'],Fresh Organic Cilantro + Organic Tortilla Chips,Roma Tomatoes,Fresh Organic Cilantro + Organic Tortilla Chips ➔ Roma Tomatoes,0.093,0.5385,1.771,0.0405,1.508,0.1727,0.304
"['Fresh Limes', 'Fresh Organic Cilantro']",['Roma Tomatoes'],Fresh Limes + Fresh Organic Cilantro,Roma Tomatoes,Fresh Limes + Fresh Organic Cilantro ➔ Roma Tomatoes,0.0935,0.5377,1.769,0.0406,1.505,0.1739,0.304
"['Mild Chunky Salsa', 'Sparkling Mineral Water']",['Roma Tomatoes'],Mild Chunky Salsa + Sparkling Mineral Water,Roma Tomatoes,Mild Chunky Salsa + Sparkling Mineral Water ➔ Roma Tomatoes,0.0341,0.5362,1.764,0.0148,1.501,0.0636,0.304
"['Organic Hass Avocados', 'Roma Tomatoes', 'Sparkling Mineral Water']",['Fresh Organic Cilantro'],Organic Hass Avocados + Roma Tomatoes + Sparkling Mineral Water,Fresh Organic Cilantro,Organic Hass Avocados + Roma Tomatoes + Sparkling Mineral Water ➔ Fresh Organic Cilantro,0.0518,0.377,1.763,0.0224,1.262,0.1374,0.2139
"['Mild Chunky Salsa', 'Organic Hass Avocados']",['Roma Tomatoes'],Mild Chunky Salsa + Organic Hass Avocados,Roma Tomatoes,Mild Chunky Salsa + Organic Hass Avocados ➔ Roma Tomatoes,0.0562,0.5342,1.757,0.0242,1.494,0.1052,0.304
['Grated Parmesan Cheese'],['Extra Virgin Olive Oil'],Grated Parmesan Cheese,Extra Virgin Olive Oil,Grated Parmesan Cheese ➔ Extra Virgin Olive Oil,0.1025,0.5049,1.756,0.0441,1.439,0.203,0.2875
['Extra Virgin Olive Oil'],['Grated Parmesan Cheese'],Extra Virgin Olive Oil,Grated Parmesan Cheese,Extra Virgin Olive Oil ➔ Grated Parmesan Cheese,0.1025,0.3565,1.756,0.0441,1.239,0.2875,0.203
['Organic Bananas'],"['Artisanal Sourdough Bread', 'Organic Whole Milk']",Organic Bananas,Artisanal Sourdough Bread + Organic Whole Milk,Organic Bananas ➔ Artisanal Sourdough Bread + Organic Whole Milk,0.0534,0.3594,1.754,0.023,1.241,0.1486,0.2049
"['Fresh Organic Cilantro', 'Mild Chunky Salsa', 'Organic Hass Avocados']",['Roma Tomatoes'],Fresh Organic Cilantro + Mild Chunky Salsa + Organic Hass Avocados,Roma Tomatoes,Fresh Organic Cilantro + Mild Chunky Salsa + Organic Hass Avocados ➔ Roma Tomatoes,0.0475,0.5325,1.752,0.0204,1.489,0.0892,0.304
"['Fresh Organic Cilantro', 'Mild Chunky Salsa']",['Roma Tomatoes'],Fresh Organic Cilantro + Mild Chunky Salsa,Roma Tomatoes,Fresh Organic Cilantro + Mild Chunky Salsa ➔ Roma Tomatoes,0.0538,0.5311,1.747,0.023,1.484,0.1013,0.304
"['Mild Chunky Salsa', 'Organic Tortilla Chips']",['Roma Tomatoes'],Mild Chunky Salsa + Organic Tortilla Chips,Roma Tomatoes,Mild Chunky Salsa + Organic Tortilla Chips ➔ Roma Tomatoes,0.0527,0.5296,1.742,0.0225,1.48,0.0995,0.304
['Fresh Limes'],"['Organic Hass Avocados', 'Roma Tomatoes']",Fresh Limes,Organic Hass Avocados + Roma Tomatoes,Fresh Limes ➔ Organic Hass Avocados + Roma Tomatoes,0.0965,0.438,1.742,0.0411,1.332,0.2203,0.2515
"['Organic Hass Avocados', 'Roma Tomatoes']",['Fresh Limes'],Organic Hass Avocados + Roma Tomatoes,Fresh Limes,Organic Hass Avocados + Roma Tomatoes ➔ Fresh Limes,0.0965,0.3837,1.742,0.0411,1.265,0.2515,0.2203
"['Mild Chunky Salsa', 'Organic Hass Avocados', 'Organic Tortilla Chips']",['Roma Tomatoes'],Mild Chunky Salsa + Organic Hass Avocados + Organic Tortilla Chips,Roma Tomatoes,Mild Chunky Salsa + Organic Hass Avocados + Organic Tortilla Chips ➔ Roma Tomatoes,0.0461,0.5281,1.737,0.0196,1.475,0.0873,0.304
"['Fresh Limes', 'Fresh Organic Cilantro', 'Mild Chunky Salsa']",['Roma Tomatoes'],Fresh Limes + Fresh Organic Cilantro + Mild Chunky Salsa,Roma Tomatoes,Fresh Limes + Fresh Organic Cilantro + Mild Chunky Salsa ➔ Roma Tomatoes,0.0475,0.5266,1.732,0.0201,1.47,0.0902,0.304
"['Fresh Limes', 'Mild Chunky Salsa', 'Organic Tortilla Chips']",['Roma Tomatoes'],Fresh Limes + Mild Chunky Salsa + Organic Tortilla Chips,Roma Tomatoes,Fresh Limes + Mild Chunky Salsa + Organic Tortilla Chips ➔ Roma Tomatoes,0.0462,0.5262,1.731,0.0195,1.469,0.0878,0.304
"['Roma Tomatoes', 'Sparkling Mineral Water']",['Fresh Limes'],Roma Tomatoes + Sparkling Mineral Water,Fresh Limes,Roma Tomatoes + Sparkling Mineral Water ➔ Fresh Limes,0.0586,0.381,1.73,0.0247,1.26,0.1538,0.2203
['Extra Virgin Olive Oil'],['Roma Tomatoes'],Extra Virgin Olive Oil,Roma Tomatoes,Extra Virgin Olive Oil ➔ Roma Tomatoes,0.1511,0.5256,1.729,0.0637,1.467,0.2875,0.304
['Roma Tomatoes'],['Extra Virgin Olive Oil'],Roma Tomatoes,Extra Virgin Olive Oil,Roma Tomatoes ➔ Extra Virgin Olive Oil,0.1511,0.497,1.729,0.0637,1.417,0.304,0.2875
"['Artisanal Sourdough Bread', 'Slow-Simmered Marinara']",['Extra Virgin Olive Oil'],Artisanal Sourdough Bread + Slow-Simmered Marinara,Extra Virgin Olive Oil,Artisanal Sourdough Bread + Slow-Simmered Marinara ➔ Extra Virgin Olive Oil,0.0513,0.4961,1.726,0.0216,1.414,0.1034,0.2875
"['Roma Tomatoes', 'Sparkling Mineral Water']",['Organic Tortilla Chips'],Roma Tomatoes + Sparkling Mineral Water,Organic Tortilla Chips,Roma Tomatoes + Sparkling Mineral Water ➔ Organic Tortilla Chips,0.0588,0.3823,1.72,0.0246,1.259,0.1538,0.2223
['Slow-Simmered Marinara'],['Extra Virgin Olive Oil'],Slow-Simmered Marinara,Extra Virgin Olive Oil,Slow-Simmered Marinara ➔ Extra Virgin Olive Oil,0.0992,0.4928,1.714,0.0413,1.405,0.2013,0.2875
['Organic Tortilla Chips'],"['Organic Hass Avocados', 'Roma Tomatoes']",Organic Tortilla Chips,Organic Hass Avocados + Roma Tomatoes,Organic Tortilla Chips ➔ Organic Hass Avocados + Roma Tomatoes,0.0955,0.4296,1.708,0.0396,1.312,0.2223,0.2515
"['Organic Hass Avocados', 'Roma Tomatoes']",['Organic Tortilla Chips'],Organic Hass Avocados + Roma Tomatoes,Organic Tortilla Chips,Organic Hass Avocados + Roma Tomatoes ➔ Organic Tortilla Chips,0.0955,0.3797,1.708,0.0396,1.254,0.2515,0.2223
"['Organic Hass Avocados', 'Roma Tomatoes', 'Sparkling Mineral Water']",['Fresh Limes'],Organic Hass Avocados + Roma Tomatoes + Sparkling Mineral Water,Fresh Limes,Organic Hass Avocados + Roma Tomatoes + Sparkling Mineral Water ➔ Fresh Limes,0.0517,0.3763,1.708,0.0214,1.25,0.1374,0.2203
"['Creamy Peanut Butter', 'Organic Bananas', 'Organic Strawberry Jam']",['Organic Whole Milk'],Creamy Peanut Butter + Organic Bananas + Organic Strawberry Jam,Organic Whole Milk,Creamy Peanut Butter + Organic Bananas + Organic Strawberry Jam ➔ Organic Whole Milk,0.0399,0.5708,1.702,0.0165,1.549,0.0699,0.3354
"['Creamy Peanut Butter', 'Organic Strawberry Jam', 'Sea Salt Kettle Chips']",['Organic Whole Milk'],Creamy Peanut Butter + Organic Strawberry Jam + Sea Salt Kettle Chips,Organic Whole Milk,Creamy Peanut Butter + Organic Strawberry Jam + Sea Salt Kettle Chips ➔ Organic Whole Milk,0.0378,0.5693,1.697,0.0155,1.543,0.0664,0.3354
"['Artisanal Sourdough Bread', 'Creamy Peanut Butter', 'Organic Bananas']",['Organic Whole Milk'],Artisanal Sourdough Bread + Creamy Peanut Butter + Organic Bananas,Organic Whole Milk,Artisanal Sourdough Bread + Creamy Peanut Butter + Organic Bananas ➔ Organic Whole Milk,0.0397,0.5688,1.696,0.0163,1.541,0.0698,0.3354
"['Organic Hass Avocados', 'Roma Tomatoes', 'Sparkling Mineral Water']",['Organic Tortilla Chips'],Organic Hass Avocados + Roma Tomatoes + Sparkling Mineral Water,Organic Tortilla Chips,Organic Hass Avocados + Roma Tomatoes + Sparkling Mineral Water ➔ Organic Tortilla Chips,0.0518,0.377,1.696,0.0213,1.248,0.1374,0.2223
"['Creamy Peanut Butter', 'Organic Strawberry Jam']",['Organic Whole Milk'],Creamy Peanut Butter + Organic Strawberry Jam,Organic Whole Milk,Creamy Peanut Butter + Organic Strawberry Jam ➔ Organic Whole Milk,0.0702,0.5684,1.695,0.0288,1.54,0.1235,0.3354
"['Artisanal Sourdough Bread', 'Creamy Peanut Butter', 'Organic Strawberry Jam']",['Organic Whole Milk'],Artisanal Sourdough Bread + Creamy Peanut Butter + Organic Strawberry Jam,Organic Whole Milk,Artisanal Sourdough Bread + Creamy Peanut Butter + Organic Strawberry Jam ➔ Organic Whole Milk,0.0611,0.5673,1.691,0.025,1.536,0.1077,0.3354
"['Creamy Peanut Butter', 'Organic Bananas']",['Organic Whole Milk'],Creamy Peanut Butter + Organic Bananas,Organic Whole Milk,Creamy Peanut Butter + Organic Bananas ➔ Organic Whole Milk,0.0455,0.5659,1.687,0.0185,1.531,0.0804,0.3354
"['Fresh Limes', 'Mild Chunky Salsa']",['Roma Tomatoes'],Fresh Limes + Mild Chunky Salsa,Roma Tomatoes,Fresh Limes + Mild Chunky Salsa ➔ Roma Tomatoes,0.0518,0.5129,1.687,0.0211,1.429,0.101,0.304
"['Fresh Limes', 'Mild Chunky Salsa', 'Organic Hass Avocados']",['Roma Tomatoes'],Fresh Limes + Mild Chunky Salsa + Organic Hass Avocados,Roma Tomatoes,Fresh Limes + Mild Chunky Salsa + Organic Hass Avocados ➔ Roma Tomatoes,0.0456,0.5112,1.682,0.0185,1.424,0.0892,0.304
"['Creamy Peanut Butter', 'Sea Salt Kettle Chips']",['Organic Whole Milk'],Creamy Peanut Butter + Sea Salt Kettle Chips,Organic Whole Milk,Creamy Peanut Butter + Sea Salt Kettle Chips ➔ Organic Whole Milk,0.0429,0.563,1.679,0.0173,1.521,0.0762,0.3354
['Penne Rigate Pasta'],['Extra Virgin Olive Oil'],Penne Rigate Pasta,Extra Virgin Olive Oil,Penne Rigate Pasta ➔ Extra Virgin Olive Oil,0.1009,0.4828,1.679,0.0408,1.378,0.209,0.2875
['Extra Virgin Olive Oil'],['Penne Rigate Pasta'],Extra Virgin Olive Oil,Penne Rigate Pasta,Extra Virgin Olive Oil ➔ Penne Rigate Pasta,0.1009,0.351,1.679,0.0408,1.219,0.2875,0.209
['Fresh Organic Cilantro'],['Roma Tomatoes'],Fresh Organic Cilantro,Roma Tomatoes,Fresh Organic Cilantro ➔ Roma Tomatoes,0.1091,0.5101,1.678,0.0441,1.421,0.2139,0.304
['Roma Tomatoes'],['Fresh Organic Cilantro'],Roma Tomatoes,Fresh Organic Cilantro,Roma Tomatoes ➔ Fresh Organic Cilantro,0.1091,0.3589,1.678,0.0441,1.226,0.304,0.2139
"['Artisanal Sourdough Bread', 'Creamy Peanut Butter', 'Sea Salt Kettle Chips']",['Organic Whole Milk'],Artisanal Sourdough Bread + Creamy Peanut Butter + Sea Salt Kettle Chips,Organic Whole Milk,Artisanal Sourdough Bread + Creamy Peanut Butter + Sea Salt Kettle Chips ➔ Organic Whole Milk,0.0371,0.5613,1.673,0.0149,1.515,0.0661,0.3354
"['Artisanal Sourdough Bread', 'Creamy Peanut Butter']",['Organic Whole Milk'],Artisanal Sourdough Bread + Creamy Peanut Butter,Organic Whole Milk,Artisanal Sourdough Bread + Creamy Peanut Butter ➔ Organic Whole Milk,0.0736,0.5593,1.667,0.0295,1.508,0.1316,0.3354
"['Artisanal Sourdough Bread', 'Organic Bananas']",['Organic Whole Milk'],Artisanal Sourdough Bread + Organic Bananas,Organic Whole Milk,Artisanal Sourdough Bread + Organic Bananas ➔ Organic Whole Milk,0.0534,0.558,1.664,0.0213,1.504,0.0957,0.3354
"['Organic Strawberry Jam', 'Sea Salt Kettle Chips']",['Organic Whole Milk'],Organic Strawberry Jam + Sea Salt Kettle Chips,Organic Whole Milk,Organic Strawberry Jam + Sea Salt Kettle Chips ➔ Organic Whole Milk,0.0428,0.558,1.664,0.0171,1.504,0.0767,0.3354
"['Artisanal Sourdough Bread', 'Organic Strawberry Jam']",['Organic Whole Milk'],Artisanal Sourdough Bread + Organic Strawberry Jam,Organic Whole Milk,Artisanal Sourdough Bread + Organic Strawberry Jam ➔ Organic Whole Milk,0.0721,0.5576,1.663,0.0287,1.502,0.1293,0.3354
['72% Dark Chocolate Bar'],['Extra Virgin Olive Oil'],72% Dark Chocolate Bar,Extra Virgin Olive Oil,72% Dark Chocolate Bar ➔ Extra Virgin Olive Oil,0.0634,0.4781,1.663,0.0253,1.365,0.1326,0.2875
"['Artisanal Sourdough Bread', 'Organic Bananas', 'Organic Strawberry Jam']",['Organic Whole Milk'],Artisanal Sourdough Bread + Organic Bananas + Organic Strawberry Jam,Organic Whole Milk,Artisanal Sourdough Bread + Organic Bananas + Organic Strawberry Jam ➔ Organic Whole Milk,0.0387,0.556,1.658,0.0154,1.497,0.0696,0.3354
"['Artisanal Sourdough Bread', 'Organic Strawberry Jam', 'Sea Salt Kettle Chips']",['Organic Whole Milk'],Artisanal Sourdough Bread + Organic Strawberry Jam + Sea Salt Kettle Chips,Organic Whole Milk,Artisanal Sourdough Bread + Organic Strawberry Jam + Sea Salt Kettle Chips ➔ Organic Whole Milk,0.0366,0.5554,1.656,0.0145,1.495,0.0659,0.3354
"['Organic Bananas', 'Organic Strawberry Jam']",['Organic Whole Milk'],Organic Bananas + Organic Strawberry Jam,Organic Whole Milk,Organic Bananas + Organic Strawberry Jam ➔ Organic Whole Milk,0.0447,0.5539,1.651,0.0176,1.49,0.0807,0.3354
"['Artisanal Sourdough Bread', 'Penne Rigate Pasta']",['Extra Virgin Olive Oil'],Artisanal Sourdough Bread + Penne Rigate Pasta,Extra Virgin Olive Oil,Artisanal Sourdough Bread + Penne Rigate Pasta ➔ Extra Virgin Olive Oil,0.0511,0.4745,1.65,0.0201,1.356,0.1077,0.2875
['Fresh Limes'],['Roma Tomatoes'],Fresh Limes,Roma Tomatoes,Fresh Limes ➔ Roma Tomatoes,0.1099,0.4989,1.641,0.0429,1.389,0.2203,0.304
['Roma Tomatoes'],['Fresh Limes'],Roma Tomatoes,Fresh Limes,Roma Tomatoes ➔ Fresh Limes,0.1099,0.3615,1.641,0.0429,1.221,0.304,0.2203
['Mild Chunky Salsa'],"['Organic Hass Avocados', 'Roma Tomatoes']",Mild Chunky Salsa,Organic Hass Avocados + Roma Tomatoes,Mild Chunky Salsa ➔ Organic Hass Avocados + Roma Tomatoes,0.0562,0.4105,1.632,0.0218,1.27,0.1369,0.2515
"['Artisanal Sourdough Bread', 'Sea Salt Kettle Chips']",['Organic Whole Milk'],Artisanal Sourdough Bread + Sea Salt Kettle Chips,Organic Whole Milk,Artisanal Sourdough Bread + Sea Salt Kettle Chips ➔ Organic Whole Milk,0.047,0.5471,1.631,0.0182,1.468,0.0859,0.3354
['Organic Tortilla Chips'],['Roma Tomatoes'],Organic Tortilla Chips,Roma Tomatoes,Organic Tortilla Chips ➔ Roma Tomatoes,0.1102,0.4957,1.631,0.0426,1.38,0.2223,0.304
['Roma Tomatoes'],['Organic Tortilla Chips'],Roma Tomatoes,Organic Tortilla Chips,Roma Tomatoes ➔ Organic Tortilla Chips,0.1102,0.3625,1.631,0.0426,1.22,0.304,0.2223
"['72% Dark Chocolate Bar', 'Artisanal Sourdough Bread']",['Extra Virgin Olive Oil'],72% Dark Chocolate Bar + Artisanal Sourdough Bread,Extra Virgin Olive Oil,72% Dark Chocolate Bar + Artisanal Sourdough Bread ➔ Extra Virgin Olive Oil,0.0323,0.4681,1.628,0.0125,1.34,0.069,0.2875
['Organic Bananas'],['Artisanal Sourdough Bread'],Organic Bananas,Artisanal Sourdough Bread,Organic Bananas ➔ Artisanal Sourdough Bread,0.0957,0.644,1.623,0.0367,1.694,0.1486,0.3968
['Creamy Peanut Butter'],['Organic Whole Milk'],Creamy Peanut Butter,Organic Whole Milk,Creamy Peanut Butter ➔ Organic Whole Milk,0.0876,0.5268,1.571,0.0318,1.404,0.1663,0.3354
['Organic Strawberry Jam'],['Organic Whole Milk'],Organic Strawberry Jam,Organic Whole Milk,Organic Strawberry Jam ➔ Organic Whole Milk,0.0856,0.5252,1.566,0.0309,1.4,0.163,0.3354
['Mild Chunky Salsa'],['Roma Tomatoes'],Mild Chunky Salsa,Roma Tomatoes,Mild Chunky Salsa ➔ Roma Tomatoes,0.0649,0.4741,1.559,0.0233,1.323,0.1369,0.304
['Organic Whole Milk'],['Artisanal Sourdough Bread'],Organic Whole Milk,Artisanal Sourdough Bread,Organic Whole Milk ➔ Artisanal Sourdough Bread,0.2049,0.6109,1.54,0.0718,1.55,0.3354,0.3968
['Artisanal Sourdough Bread'],['Organic Whole Milk'],Artisanal Sourdough Bread,Organic Whole Milk,Artisanal Sourdough Bread ➔ Organic Whole Milk,0.2049,0.5164,1.54,0.0718,1.374,0.3968,0.3354
"['Organic Hass Avocados', 'Sparkling Mineral Water']",['Extra Virgin Olive Oil'],Organic Hass Avocados + Sparkling Mineral Water,Extra Virgin Olive Oil,Organic Hass Avocados + Sparkling Mineral Water ➔ Extra Virgin Olive Oil,0.0838,0.432,1.502,0.028,1.254,0.194,0.2875
['Sea Salt Kettle Chips'],['Organic Whole Milk'],Sea Salt Kettle Chips,Organic Whole Milk,Sea Salt Kettle Chips ➔ Organic Whole Milk,0.0573,0.4893,1.459,0.018,1.301,0.1171,0.3354
"['Espresso Roast Coffee Beans', 'Organic Whole Milk', 'Salted Creamery Butter']",['Artisanal Sourdough Bread'],Espresso Roast Coffee Beans + Organic Whole Milk + Salted Creamery Butter,Artisanal Sourdough Bread,Espresso Roast Coffee Beans + Organic Whole Milk + Salted Creamery Butter ➔ Artisanal Sourdough Bread,0.0545,0.5761,1.452,0.017,1.423,0.0946,0.3968
"['Organic Whole Milk', 'Salted Creamery Butter']",['Artisanal Sourdough Bread'],Organic Whole Milk + Salted Creamery Butter,Artisanal Sourdough Bread,Organic Whole Milk + Salted Creamery Butter ➔ Artisanal Sourdough Bread,0.0633,0.5703,1.437,0.0193,1.404,0.111,0.3968
"['Espresso Roast Coffee Beans', 'Organic Whole Milk']",['Artisanal Sourdough Bread'],Espresso Roast Coffee Beans + Organic Whole Milk,Artisanal Sourdough Bread,Espresso Roast Coffee Beans + Organic Whole Milk ➔ Artisanal Sourdough Bread,0.1087,0.5694,1.435,0.033,1.401,0.1909,0.3968
"['Madagascar Vanilla Syrup', 'Organic Whole Milk']",['Artisanal Sourdough Bread'],Madagascar Vanilla Syrup + Organic Whole Milk,Artisanal Sourdough Bread,Madagascar Vanilla Syrup + Organic Whole Milk ➔ Artisanal Sourdough Bread,0.067,0.5678,1.431,0.0202,1.396,0.118,0.3968
"['Espresso Roast Coffee Beans', 'Salted Creamery Butter']",['Artisanal Sourdough Bread'],Espresso Roast Coffee Beans + Salted Creamery Butter,Artisanal Sourdough Bread,Espresso Roast Coffee Beans + Salted Creamery Butter ➔ Artisanal Sourdough Bread,0.0614,0.5675,1.43,0.0185,1.395,0.1082,0.3968
"['Grade A Large Pasture Eggs', 'Organic Whole Milk']",['Artisanal Sourdough Bread'],Grade A Large Pasture Eggs + Organic Whole Milk,Artisanal Sourdough Bread,Grade A Large Pasture Eggs + Organic Whole Milk ➔ Artisanal Sourdough Bread,0.1098,0.5648,1.423,0.0327,1.386,0.1944,0.3968
"['Espresso Roast Coffee Beans', 'Madagascar Vanilla Syrup', 'Salted Creamery Butter']",['Artisanal Sourdough Bread'],Espresso Roast Coffee Beans + Madagascar Vanilla Syrup + Salted Creamery Butter,Artisanal Sourdough Bread,Espresso Roast Coffee Beans + Madagascar Vanilla Syrup + Salted Creamery Butter ➔ Artisanal Sourdough Bread,0.0327,0.5638,1.421,0.0097,1.383,0.058,0.3968
"['Espresso Roast Coffee Beans', 'Madagascar Vanilla Syrup']",['Artisanal Sourdough Bread'],Espresso Roast Coffee Beans + Madagascar Vanilla Syrup,Artisanal Sourdough Bread,Espresso Roast Coffee Beans + Madagascar Vanilla Syrup ➔ Artisanal Sourdough Bread,0.0651,0.5627,1.418,0.0192,1.379,0.1157,0.3968
"['Espresso Roast Coffee Beans', 'Madagascar Vanilla Syrup', 'Organic Whole Milk']",['Artisanal Sourdough Bread'],Espresso Roast Coffee Beans + Madagascar Vanilla Syrup + Organic Whole Milk,Artisanal Sourdough Bread,Espresso Roast Coffee Beans + Madagascar Vanilla Syrup + Organic Whole Milk ➔ Artisanal Sourdough Bread,0.0585,0.5625,1.418,0.0172,1.379,0.104,0.3968
"['Espresso Roast Coffee Beans', 'Grade A Large Pasture Eggs', 'Salted Creamery Butter']",['Artisanal Sourdough Bread'],Espresso Roast Coffee Beans + Grade A Large Pasture Eggs + Salted Creamery Butter,Artisanal Sourdough Bread,Espresso Roast Coffee Beans + Grade A Large Pasture Eggs + Salted Creamery Butter ➔ Artisanal Sourdough Bread,0.0532,0.5624,1.417,0.0157,1.378,0.0946,0.3968
['Extra Virgin Olive Oil'],['Organic Hass Avocados'],Extra Virgin Olive Oil,Organic Hass Avocados,Extra Virgin Olive Oil ➔ Organic Hass Avocados,0.1587,0.552,1.417,0.0467,1.363,0.2875,0.3895
['Organic Hass Avocados'],['Extra Virgin Olive Oil'],Organic Hass Avocados,Extra Virgin Olive Oil,Organic Hass Avocados ➔ Extra Virgin Olive Oil,0.1587,0.4074,1.417,0.0467,1.202,0.3895,0.2875
"['Grade A Large Pasture Eggs', 'Organic Whole Milk', 'Salted Creamery Butter']",['Artisanal Sourdough Bread'],Grade A Large Pasture Eggs + Organic Whole Milk + Salted Creamery Butter,Artisanal Sourdough Bread,Grade A Large Pasture Eggs + Organic Whole Milk + Salted Creamery Butter ➔ Artisanal Sourdough Bread,0.0532,0.5618,1.416,0.0156,1.376,0.0947,0.3968
"['Barista Oat Milk', 'Organic Whole Milk', 'Salted Creamery Butter']",['Artisanal Sourdough Bread'],Barista Oat Milk + Organic Whole Milk + Salted Creamery Butter,Artisanal Sourdough Bread,Barista Oat Milk + Organic Whole Milk + Salted Creamery Butter ➔ Artisanal Sourdough Bread,0.0314,0.5607,1.413,0.0092,1.373,0.056,0.3968
"['Barista Oat Milk', 'Espresso Roast Coffee Beans', 'Salted Creamery Butter']",['Artisanal Sourdough Bread'],Barista Oat Milk + Espresso Roast Coffee Beans + Salted Creamery Butter,Artisanal Sourdough Bread,Barista Oat Milk + Espresso Roast Coffee Beans + Salted Creamery Butter ➔ Artisanal Sourdough Bread,0.0318,0.5589,1.408,0.0092,1.367,0.0569,0.3968
"['Espresso Roast Coffee Beans', 'Grade A Large Pasture Eggs', 'Organic Whole Milk']",['Artisanal Sourdough Bread'],Espresso Roast Coffee Beans + Grade A Large Pasture Eggs + Organic Whole Milk,Artisanal Sourdough Bread,Espresso Roast Coffee Beans + Grade A Large Pasture Eggs + Organic Whole Milk ➔ Artisanal Sourdough Bread,0.0932,0.5588,1.408,0.027,1.367,0.1668,0.3968
"['Madagascar Vanilla Syrup', 'Organic Whole Milk', 'Salted Creamery Butter']",['Artisanal Sourdough Bread'],Madagascar Vanilla Syrup + Organic Whole Milk + Salted Creamery Butter,Artisanal Sourdough Bread,Madagascar Vanilla Syrup + Organic Whole Milk + Salted Creamery Butter ➔ Artisanal Sourdough Bread,0.032,0.5585,1.407,0.0093,1.366,0.0573,0.3968
"['Barista Oat Milk', 'Madagascar Vanilla Syrup', 'Organic Whole Milk']",['Artisanal Sourdough Bread'],Barista Oat Milk + Madagascar Vanilla Syrup + Organic Whole Milk,Artisanal Sourdough Bread,Barista Oat Milk + Madagascar Vanilla Syrup + Organic Whole Milk ➔ Artisanal Sourdough Bread,0.0332,0.558,1.406,0.0096,1.365,0.0595,0.3968
